date,interval,data_type,key
2023-01-19,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-19.zip
2023-01-20,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-20.zip
2023-01-21,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-21.zip
2023-01-22,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-22.zip
2023-01-23,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-23.zip
2023-01-24,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-24.zip
2023-01-25,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-25.zip
2023-01-26,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-26.zip
2023-01-27,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-27.zip
2023-01-28,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-28.zip
2023-01-29,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-29.zip
2023-01-30,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-30.zip
2023-01-31,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-01-31.zip
2023-02-01,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-01.zip
2023-02-02,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-02.zip
2023-02-03,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-03.zip
2023-02-04,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-04.zip
2023-02-05,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-05.zip
2023-02-06,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-06.zip
2023-02-07,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-07.zip
2023-02-08,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-08.zip
2023-02-09,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-09.zip
2023-02-10,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-10.zip
2023-02-11,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-11.zip
2023-02-12,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-12.zip
2023-02-13,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-13.zip
2023-02-14,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-14.zip
2023-02-15,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-15.zip
2023-02-16,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-16.zip
2023-02-17,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-17.zip
2023-02-18,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-18.zip
2023-02-19,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-19.zip
2023-02-20,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-20.zip
2023-02-21,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-21.zip
2023-02-22,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-22.zip
2023-02-23,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-23.zip
2023-02-24,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-24.zip
2023-02-25,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-25.zip
2023-02-26,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-26.zip
2023-02-27,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-27.zip
2023-02-28,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-02-28.zip
2023-03-01,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-01.zip
2023-03-02,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-02.zip
2023-03-03,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-03.zip
2023-03-04,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-04.zip
2023-03-05,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-05.zip
2023-03-06,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-06.zip
2023-03-07,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-07.zip
2023-03-08,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-08.zip
2023-03-09,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-09.zip
2023-03-10,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-10.zip
2023-03-11,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-11.zip
2023-03-12,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-12.zip
2023-03-13,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-13.zip
2023-03-14,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-14.zip
2023-03-15,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-15.zip
2023-03-16,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-16.zip
2023-03-17,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-17.zip
2023-03-18,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-18.zip
2023-03-19,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-19.zip
2023-03-20,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-20.zip
2023-03-21,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-21.zip
2023-03-22,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-22.zip
2023-03-23,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-23.zip
2023-03-24,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-24.zip
2023-03-25,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-25.zip
2023-03-26,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-26.zip
2023-03-27,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-27.zip
2023-03-28,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-28.zip
2023-03-29,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-29.zip
2023-03-30,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-30.zip
2023-03-31,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-03-31.zip
2023-04-01,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-01.zip
2023-04-02,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-02.zip
2023-04-03,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-03.zip
2023-04-04,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-04.zip
2023-04-05,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-05.zip
2023-04-06,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-06.zip
2023-04-07,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-07.zip
2023-04-08,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-08.zip
2023-04-09,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-09.zip
2023-04-10,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-10.zip
2023-04-11,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-11.zip
2023-04-12,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-12.zip
2023-04-13,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-13.zip
2023-04-14,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-14.zip
2023-04-15,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-15.zip
2023-04-16,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-16.zip
2023-04-17,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-17.zip
2023-04-18,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-18.zip
2023-04-19,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-19.zip
2023-04-20,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-20.zip
2023-04-21,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-21.zip
2023-04-22,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-22.zip
2023-04-23,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-23.zip
2023-04-24,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-24.zip
2023-04-25,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-25.zip
2023-04-26,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-26.zip
2023-04-27,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-27.zip
2023-04-28,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-28.zip
2023-04-29,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-29.zip
2023-04-30,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-04-30.zip
2023-05-01,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-01.zip
2023-05-02,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-02.zip
2023-05-03,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-03.zip
2023-05-04,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-04.zip
2023-05-05,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-05.zip
2023-05-06,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-06.zip
2023-05-07,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-07.zip
2023-05-08,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-08.zip
2023-05-09,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-09.zip
2023-05-10,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-10.zip
2023-05-11,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-11.zip
2023-05-12,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-12.zip
2023-05-13,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-13.zip
2023-05-14,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-14.zip
2023-05-15,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-15.zip
2023-05-16,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-16.zip
2023-05-17,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-05-17.zip
2023-06-15,daily,metrics,data/futures/um/daily/metrics/ANCBUSD/ANCBUSD-metrics-2023-06-15.zip
